seller_id,seller_city,seller_state,total_orders,total_items_sold,product_revenue,freight_revenue,total_revenue,avg_item_total_value,late_delivery_item_rows
76d5af76d0271110f9af36c92573f765,sao paulo,SP,131,159,33461.6,4079.96,37541.56,236.11,13
9c0e69c7bf2619675bbadf47b43f655a,sao jose dos campos,SP,157,206,33702.78,2900.18,36602.96,177.68,19
88460e8ebdecbfecb5f9601833981930,maringa,PR,248,302,31546.55,4996.55,36543.1,121.0,59
70a12e78e608ac31179aea7f8422044b,jacarei,SP,315,328,30858.53,5606.91,36465.44,111.18,35
2528513dd95219a6013d4d05176e391a,osasco,SP,161,167,32689.1,3749.65,36438.75,218.2,9
1554a68530182680ad5c8b042c3ab563,monte siao,MG,247,269,29052.53,6798.26,35850.79,133.27,19
7681ef142fd2c19048da7430856b5588,guarulhos,SP,59,77,31941.81,2916.12,34857.93,452.7,9
70eea00b476a314817cefde4aad4f89a,itatiba,SP,108,114,31994.65,2769.52,34764.17,304.95,8
5c243662ce92d84573bfaff24c3e3700,sao paulo,SP,98,100,32862.02,1775.64,34637.66,346.38,3
001cca7ae9ae17fb1caed9dfb1094831,cariacica,ES,200,239,25080.03,8854.14,33934.17,141.98,13
e59aa562b9f8076dd550fcddf0e73491,curitiba,PR,70,84,31574.3,2229.67,33803.97,402.43,7
1900267e848ceeba8fa32d80c1a5f5a8,ibitinga,SP,411,529,24982.53,8138.06,33120.59,62.61,52
9f505651f4a6abe901a56cdc21508025,sao paulo,SP,397,430,26361.82,6030.04,32391.86,75.33,20
d1c281d3ae149232351cd8c8cc885f0d,ibitinga,SP,215,240,26942.6,5396.46,32339.06,134.75,21
0b90b6df587eb83608a64ea8b390cf07,maringa,PR,164,210,28592.32,3615.32,32207.64,153.37,7
59b22a78efb79a4797979612b885db36,uberlandia,MG,125,133,27184.5,4897.57,32082.07,241.22,17
d23019c84ffae2d5ef2270367b8605fc,londrina,PR,39,39,29205.1,2749.74,31954.84,819.35,1
a3a38f4affed601eb87a97788c949667,joinville,SC,254,263,26533.32,5241.95,31775.27,120.82,12
8b321bb669392f5163d04c59e235e066,sao paulo,SP,943,1018,17535.69,14156.36,31692.05,31.13,103
900ba814c251a692506d7834c1218441,salto,SP,88,88,29099.69,2368.25,31467.94,357.59,12
16090f2ca825584b5a147ab24aa30c86,atibaia,SP,402,410,25716.44,5456.67,31173.11,76.03,44
d2374cbcbb3ca4ab1086534108cc3ab7,ibitinga,SP,524,631,21223.92,9593.88,30817.8,48.84,33
12b9676b00f60f3b700e83af21824c0e,montenegro,RS,135,135,26774.0,3568.69,30342.69,224.76,2
7e1fb0a3ebfb01ffb3a7dae98bf3238d,franca,SP,159,174,27349.53,2986.4,30335.93,174.34,23
897060da8b9a21f655304d50fd935913,ribeirao preto,SP,317,430,23023.92,6863.55,29887.47,69.51,50
c003204e1ab016dfa150abc119207b24,cajamar,SP,197,202,25108.09,4742.8,29850.89,147.78,13
b32be1695eb7ec5f10f72d9610a12527,caxias do sul,RS,45,46,26874.0,2957.02,29831.02,648.5,2
de23c3b98a88888289c6f5cc1209054a,sao paulo,SP,164,181,26399.67,2682.14,29081.81,160.67,16
dc4a0fc896dc34b0d5bfec8438291c80,ibitinga,SP,231,249,24180.77,4614.32,28795.09,115.64,16
a416b6a846a11724393025641d4edd5e,sao paulo,SP,162,181,25670.72,2999.8,28670.52,158.4,22
710e3548e02bc1d2831dfc4f1b5b14d4,rolandia,PR,136,142,23979.11,3875.96,27855.07,196.16,6
1c68394e931a64f90ea236c5ea590300,sarandi,PR,142,171,24832.75,2896.41,27729.16,162.16,6
1a3df491d1c4f1589fc2b934ada68bf2,joinville,SC,167,178,23302.7,4291.42,27594.12,155.02,9
f62d7bb4a613ec758a03342d46b580b2,vicosa,MG,32,32,24665.0,2125.59,26790.59,837.21,4
b94cc9f10ddc85e4ba73a6f7974e7101,macae,RJ,39,39,25346.1,1022.39,26368.49,676.12,3
7ad32824caee82087b3e2e5f33b1bf32,ibitinga,SP,151,184,22505.1,3545.22,26050.32,141.58,23
8f2ce03f928b567e3d56181ae20ae952,pirituba,SP,153,175,21712.9,3837.11,25550.01,146.0,25
729f06993dac8e860d4f02d7088ca48a,limeira,SP,96,115,20485.08,4994.57,25479.65,221.56,11
f45122a9ab94eb4f3f8953578bc0c560,piracicaba,SP,187,200,22078.29,3325.84,25404.13,127.02,14
612170e34b97004b3ba37eae81836b4c,novo hamburgo,RS,107,110,23065.02,2307.06,25372.08,230.66,2
b1b3948701c5c72445495bd161b83a4c,sao paulo,SP,18,18,24699.19,486.3,25185.49,1399.19,9
8444e55c1f13cd5c179851e5ca5ebd00,congonhal,MG,99,109,22873.21,2078.06,24951.27,228.91,11
2b3e4a2a3ea8e01938cabda2a3e5cc79,sao paulo,SP,52,54,23629.15,905.95,24535.1,454.35,0
b37c4c02bda3161a7546a4e6d222d5b2,sao paulo,SP,4,15,24075.0,412.6,24487.6,1632.51,1
744dac408745240a2c2528fb1b6028f3,colombo,PR,79,84,22490.6,1894.42,24385.02,290.3,1
06e5eefc71ec47ae763c5c6f8db7064f,porto alegre,RS,92,95,22188.56,2193.28,24381.84,256.65,2
85d9eb9ddc5d00ca9336a2219c97bb13,belo horizonte,MG,509,522,15415.24,8614.34,24029.58,46.03,18
40db9e9aa57f7bb151bcda6b0f9bdbb7,recife,PE,12,12,23168.0,655.99,23823.99,1985.33,1
05ff92fedb5be47920fea08e501238b9,santo angelo,RS,59,62,21992.78,1815.39,23808.17,384.0,3
0dd184061fb0eaa7ca37932c68ab91c5,guarulhos,SP,161,193,18446.92,5319.5,23766.42,123.14,19
59fb871bf6f4522a87ba567b42dafecf,sao paulo,SP,126,128,21708.57,2046.19,23754.76,185.58,8
ff69aa92bb6b1bf9b8b7a51c2ed9cf8b,sao paulo,SP,20,20,21940.8,1754.4,23695.2,1184.76,5
00ee68308b45bc5e2660cd833c3f81cc,sao paulo,SP,135,172,20260.0,3180.66,23440.66,136.28,14
7b0df942f46435babab05d49b744b2c4,braganca paulista,SP,32,32,22600.63,672.15,23272.78,727.27,3
004c9cd9d87a3c30c522c48c4fc07416,ibitinga,SP,158,170,19712.71,3551.23,23263.94,136.85,13
f457c46070d02cadd8a68551231220dd,maringa,PR,199,234,19093.0,3714.22,22807.22,97.47,15
bfd27a966d91cfaafdb25d076585f0da,serra negra,SP,117,118,19921.0,2724.05,22645.05,191.91,6
48162d548f5b1b11b9d29d1e01f75a61,piracicaba,SP,68,91,20510.14,2082.03,22592.17,248.27,2
dc317f341ab0e22f39acbd9dbf9b4a1f,cachoeirinha,RS,55,58,18988.4,3581.73,22570.13,389.14,3
44073f8b7e41514de3b7815dd0237f4f,brasilia,DF,144,153,18729.64,3172.29,21901.93,143.15,7
128639473a139ac0f3e5f5ade55873a5,maringa,PR,533,560,11908.85,9785.6,21694.45,38.74,35
0c8380b62e38e8a1e6adbeba7eb9688c,tres coracoes,MG,182,220,17348.79,4107.04,21455.83,97.53,11
41b39e28db005d9731d9d485a83b4c38,santo andre,SP,195,231,17112.55,3930.36,21042.91,91.09,13
cd68562d3f44870c08922d380acae552,ribeirao preto,SP,125,132,18569.7,2207.49,20777.19,157.4,26
821fb029fc6e495ca4f08a35d51e53a5,sao paulo,SP,28,29,19187.42,1552.83,20740.25,715.18,9
54a1852d1b8f10312c55e906355666ee,santa barbara d'oeste,SP,200,204,17226.44,3387.96,20614.4,101.05,20
7aa4334be125fcdd2ba64b3180029f14,laranjal paulista,SP,217,240,16234.81,4368.52,20603.33,85.85,32
86ccac0b835037332a596a33b6949ee1,blumenau,SC,180,210,16619.93,3968.67,20588.6,98.04,6
fa40cc5b934574b62717c68f3d678b6d,sao paulo,SP,307,340,16055.87,4530.9,20586.77,60.55,20
76d64c4aca3a7baf218bf93ef7fa768d,curitiba,PR,64,69,16911.8,3543.49,20455.29,296.45,2
96493fab2fbb13a14d0c0e8772eef5c3,sao paulo,SP,63,64,18969.0,1212.23,20181.23,315.33,4
d650b663c3b5f6fb392b6326366efa9a,cotia,SP,60,60,19242.9,910.14,20153.04,335.88,4
2a5b78b41cd05baeac8df54c6606b92c,formiga,MG,49,60,19025.36,1107.47,20132.83,335.55,1
1e8b33f18b4f7598d87f5cbee2282cc2,sao paulo,SP,123,140,17309.06,2702.24,20011.3,142.94,6
527801b552d0077ffd170872eb49683b,garca,SP,90,92,17942.8,2062.56,20005.36,217.45,9
c33847515fa6305ce6feb1e818569f13,brusque,SC,114,128,15519.85,4374.41,19894.26,155.42,6
4b9750c8ad28220fe6702d4ecb7c898f,limeira,SP,218,222,15915.3,3389.8,19305.1,86.96,17
9de4643a8dbde634fe55621059d92273,joinville,SC,72,81,17560.34,1722.07,19282.41,238.05,5
2a84855fd20af891be03bc5924d2b453,belo horizonte,MG,164,168,15819.1,3451.51,19270.61,114.71,5
79ebd9a61bac3eaf882805ed4ecfa12a,cascavel,PR,136,143,15092.79,4012.35,19105.14,133.6,8
165fc07beebdcb6190fba8a06db2a449,maringa,PR,50,64,17481.4,1600.03,19081.43,298.15,8
4c2b230173bb36f9b240f2b8ac11786e,sao paulo,SP,261,346,14592.27,4397.57,18989.84,54.88,31
a888faf2d1baececa6baf9c3d603ee1f,umuarama,PR,54,55,17765.8,1121.52,18887.32,343.41,8
213b25e6f54661939f11710a6fddb871,salto,SP,155,194,15379.5,3460.46,18839.96,97.11,21
c72de06d72748d1a0dfb2125be43ba63,guanambi,BA,21,22,17522.0,1211.18,18733.18,851.51,0
94144541854e298c2d976cb893b81343,viamao,RS,68,76,17286.28,1429.37,18715.65,246.26,3
ef0ace09169ac090589d85746e3e036f,sao goncalo,RJ,129,140,16223.3,2315.65,18538.95,132.42,11
4a3ccda38b2129705f3fb522db62ca31,marilia,SP,66,78,17062.59,1432.34,18494.93,237.11,7
0adac9fbd9a2b63cccaac4f8756c1ca8,louveira,SP,110,142,15960.95,2499.27,18460.22,130.0,7
2138ccb85b11a4ec1e37afbd1c8eda1f,sao paulo,SP,396,429,12357.03,6069.22,18426.25,42.95,23
abe42c5d03695b4257b5c6cbf4e6784e,rio de janeiro,RJ,50,50,17159.0,999.23,18158.23,363.16,8
229c3efbfb0ea2058de4ccdfbc3d784a,belo horizonte,MG,121,148,15744.0,2362.57,18106.57,122.34,3
1b4c3a6f53068f0b6944d2d005c9fc89,sao ludgero,SC,113,117,14760.3,3031.37,17791.67,152.07,7
8ae520247981aa06bc94abddf5f46d34,navegantes,SC,65,65,16320.99,1445.35,17766.34,273.33,1
01fdefa7697d26ad920e9e0346d4bd1b,londrina,PR,129,131,14921.43,2768.64,17690.07,135.04,8
66922902710d126a0e7d26b0e3805106,belo horizonte,MG,151,156,14362.3,3218.77,17581.07,112.7,11
d921b68bf747894be13a97ae52b0f386,formiga,MG,77,77,15645.8,1758.01,17403.81,226.02,1
5cf13accae3222c70a9cac40818ae839,patos de minas,MG,149,156,14383.2,3019.27,17402.47,111.55,5
ce248b21cb2adc36282ede306b7660e5,jaragua do sul,SC,65,66,15230.06,2066.89,17296.95,262.08,7
e5a38146df062edaf55c38afa99e42dc,sao paulo,SP,121,125,15360.07,1894.52,17254.59,138.04,11
d94a40fd42351c259927028d163af842,baependi,MG,101,110,13823.8,3397.14,17220.94,156.55,4
c3acdfac4e3e97ff87529454fbc03642,sao paulo,SP,12,12,16788.0,269.28,17057.28,1421.44,1
6d66611d7c44cc30ce351abc49a68421,sao paulo,SP,166,176,13593.4,3260.97,16854.37,95.76,12
2e90cb1677d35cfe24eef47d441b7c87,sao paulo,SP,127,137,13894.71,2887.45,16782.16,122.5,17
669ae81880e08f269a64487cfb287169,rio do sul,SC,162,186,13248.87,3372.59,16621.46,89.36,7
f9244d45189d3a3605499abddeade7d5,sao paulo,SP,21,21,15731.43,875.99,16607.42,790.83,0
1f1bb1f0859883505541bdd6606193e5,sao paulo,SP,27,29,16040.84,522.03,16562.87,571.13,3
3b15288545f8928d3e65a8f949a28291,ibitinga,SP,104,121,14061.79,2451.9,16513.69,136.48,8
6061155addc1e54b4cfb51c1c2a32ad8,campinas,SP,28,33,15633.4,879.91,16513.31,500.4,1
a673821011d0cec28146ea42f5ab767f,sao paulo,SP,129,146,13863.69,2626.45,16490.14,112.95,16
75d34ebb1bd0bd7dde40dd507b8169c3,salvador,BA,62,72,15048.28,1431.23,16479.51,228.88,10
c847e075301870dd144a116762eaff9a,uberaba,MG,42,43,15348.7,1112.08,16460.78,382.81,4
a3e9a2c700480d9bb01fba070ba80a0e,ibitinga,SP,130,144,13440.8,2883.09,16323.89,113.36,14
cfb1a033743668a192316f3c6d1d2671,votorantim,SP,147,184,12803.64,3432.56,16236.2,88.24,19
8e6d7754bc7e0f22c96d255ebda59eba,sao jose dos campos,SP,85,130,14497.27,1715.24,16212.51,124.71,16
87b740daf17b5d1be335a64164ec6842,suzano,SP,13,13,14699.87,1482.51,16182.38,1244.8,1
a5cba26a62b8b4d0145b68b841e62e7f,campo mourao,PR,54,55,14737.84,1382.82,16120.66,293.1,1
6edacfd9f9074789dad6d62ba7950b9c,guarulhos,SP,208,219,13147.1,2940.5,16087.6,73.46,12
6039e27294dc75811c0d8a39069f52c0,osasco,SP,64,75,13670.7,2376.47,16047.17,213.96,19
1f9ab4708f3056ede07124aad39a2554,tupa,SP,78,79,13602.73,2440.78,16043.51,203.08,4
440dd6ab244315c632130ecfb63827b1,votuporanga,SP,94,95,13696.9,2096.31,15793.21,166.24,12
ac3508719a1d8f5b7614b798f70af136,canoas,RS,103,104,12775.84,3016.39,15792.23,151.85,3
701938c450705b8ae65fc923b70f35c7,s jose do rio preto,SP,75,112,11983.28,3808.84,15792.12,141.0,6
05f51e13da97139648b8125c31e5f51b,belo horizonte,MG,60,63,13769.01,2019.29,15788.3,250.61,9
530ec6109d11eaaf87999465c6afee01,cascavel,PR,97,104,12983.81,2656.4,15640.21,150.39,1
289cdb325fb7e7f891c38608bf9e0962,belo horizonte,SP,110,126,13544.95,2094.34,15639.29,124.12,2
b8bc237ba3788b23da09c0f1f3a3288c,itajai,SC,45,47,13685.71,1935.45,15621.16,332.37,1
a7f13822ceb966b076af67121f87b063,itaquaquecetuba,SP,75,86,12477.64,3117.48,15595.12,181.34,5
c31eff8334d6b3047ed34bebd4d62c36,salto,SP,122,123,13191.5,2394.55,15586.05,126.72,17
080199a181c46c657dc5aa235411be3b,osasco,SP,79,83,14504.2,1040.68,15544.88,187.29,2
aba1721a889e04decc910aa13b768ef4,sao paulo,SP,83,92,14103.3,1249.17,15352.47,166.87,10
431af27f296bc6519d890aa5a05fdb11,ribeirao preto,SP,117,125,13109.5,2141.35,15250.85,122.01,19
e2a1ac9bf33e5549a2a4f834e70df2f8,sao paulo,SP,5,5,14999.45,201.11,15200.56,3040.11,0
c6bda72e4dbf5c5866b13cb1810c6d03,sao paulo,SP,59,59,14059.38,1136.74,15196.12,257.56,2
48436dade18ac8b2bce089ec2a041202,volta redonda,SP,138,151,12271.71,2911.93,15183.64,100.55,10
cf8ab1616079e2793aa29d524df01bb1,sao paulo,SP,9,9,14391.0,759.37,15150.37,1683.37,1
2e1c9f22be269ef4643f826c9e650a52,sao paulo,SP,167,173,12687.68,2434.69,15122.37,87.41,11
0ea22c1cfbdc755f86b9b54b39c16043,sete lagoas,MG,237,269,10711.7,4363.61,15075.31,56.04,4
a6bd7d1ccdac48c6b33b28596b7eb122,mamanguape,PB,16,16,14368.61,678.02,15046.63,940.41,2
0b35c634521043bf4b47e21547b99ab5,teixeira soares,PR,51,78,13533.65,1475.09,15008.74,192.42,9
1ca7077d890b907f89be8c954a02686a,santana de parnaiba,SP,115,137,13341.57,1659.86,15001.43,109.5,25
9e6229250fedbe05838fef417b74e7fb,mirandopolis,SP,74,78,13132.2,1854.45,14986.65,192.14,3
00fc707aaaad2d31347cf883cd2dfe10,maringa,PR,103,135,12684.9,2285.09,14969.99,110.89,6
ef506c96320abeedfb894c34db06f478,sao paulo,SP,324,340,9771.43,5197.0,14968.43,44.02,29
d50d79cb34e38265a8649c383dcffd48,sao paulo,SP,70,70,13012.42,1932.26,14944.68,213.5,5
e26901d5ab434ce92fd9b5c256820a4e,maua,SP,202,221,11990.9,2947.98,14938.88,67.6,5
e8b3a3a38279a82f0e5d006d5e5b7d2c,jussara,PR,87,92,13154.7,1761.69,14916.39,162.13,4
ce7d1888639e6fb06b2749cbfdac1ff7,baependi,MG,78,84,11793.89,3082.65,14876.54,177.1,7
813348c996469b40f2e028d5429d3495,jundiai,SP,179,202,11205.83,3594.6,14800.43,73.27,9
2b1a40c1daabc6ca280c4b815c101841,divinopolis,MG,23,35,12732.6,1902.28,14634.88,418.14,1
d05ae8f7a5bd1d2a690a44cd079e4e27,rio de janeiro,RJ,78,81,13436.0,1159.43,14595.43,180.19,7
f08a5b9dd6767129688d001acafc21e5,porto alegre,RS,11,18,14069.63,496.11,14565.74,809.21,4
240b9776d844d37535668549a396af32,niteroi,RJ,36,36,13592.08,860.57,14452.65,401.46,2
610f72e407cdd7caaa2f8167b0163fd8,sao paulo,SP,16,17,13585.16,844.29,14429.45,848.79,2
34d1ca11b242c0fee2c834ae8d788566,congonhas,MG,40,41,13422.24,982.04,14404.28,351.32,0
0be8ff43f22e456b4e0371b2245e4d01,sao paulo,SP,161,180,11805.5,2579.15,14384.65,79.91,11
8d956fec2e4337affcb520f56fd8cbfd,sao bernardo do campo,SP,211,228,11015.19,3327.95,14343.14,62.91,22
d6b1ce66b035a475f00c017792ff9769,salto,SP,92,108,12277.4,2038.48,14315.88,132.55,8
cab85505710c7cb9b720bceb52b01cee,sao paulo,SP,206,209,11389.1,2906.14,14295.24,68.4,5
99eaacc9e6046db1c82b163c5f84869f,franca,SP,66,70,13139.17,1135.35,14274.52,203.92,7
95e03ca3d4146e4011985981aeb959b9,rio de janeiro,RJ,175,193,11009.96,3233.54,14243.5,73.8,6
80e6699fe29150b372a0c8a1ebf7dcc8,pinhais,PR,98,100,11441.56,2713.34,14154.9,141.55,4
ad97a199236354e53fcd91a5a913e9a2,brusque,SC,17,18,13205.9,868.8,14074.7,781.93,2
ff063b022a9a0aab91bad2c9088760b7,santo andre,SP,94,96,12076.5,1984.77,14061.27,146.47,3
e24fc9fcd865784fb25705606fe3dfe7,braganca paulista,SP,52,56,12936.0,1030.71,13966.71,249.41,4
7202e2ba20579a9bd1acb29e61fe71f6,franca,SP,53,55,12750.5,1165.66,13916.16,253.02,3
5a8e7d5003a1f221f9e1d6e411de7c23,campinas,SP,139,181,11171.9,2694.29,13866.19,76.61,11
8cc6a0e5738e61a87b03c78b2ba9db4b,andradas,MG,24,26,13312.4,525.82,13838.22,532.24,2
b372ee768ed69e46ca8cdbd267aa7a38,sao jose do rio preto,SP,63,69,12630.0,1183.84,13813.84,200.2,0
6cd68b3ed6d59aaa9fece558ad360c0a,belo horizonte,MG,149,157,11188.57,2529.89,13718.46,87.38,3
adbc26658d6c7b4b6219f9d934598091,curitiba,PR,88,92,11806.4,1885.85,13692.25,148.83,14
c66dccfb3f109511246da627dd5a2498,registro,SP,45,45,12708.55,973.7,13682.25,304.05,2
c8b0e2b0a7095e5d8219575d5e7e1181,itaquaquecetuba,SP,84,85,12170.21,1487.13,13657.34,160.67,6
