alert_id,alert_date,alert_type,severity,business_area,entity_id,entity_name,metric_name,actual_value,expected_value,difference_value,difference_percentage,alert_description,recommended_action,created_at
1372,,SELLER_PERFORMANCE_RISK,high,seller_operations,f5fea3ffed6c2e889bab72705557c63a,"rio de janeiro, RJ",seller_risk_level,33.33,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1371,,SELLER_PERFORMANCE_RISK,high,seller_operations,f543ba3c973276f519d89d59bd46cead,"sao jose do rio preto, SP",seller_risk_level,0.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1370,,SELLER_PERFORMANCE_RISK,high,seller_operations,f5403d3f50089112c4eed37928b7f622,"fernandopolis, SP",seller_risk_level,0.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1369,,SELLER_PERFORMANCE_RISK,high,seller_operations,f524ad65d7e0f1daab730ef2d2e86196,"soledade, RS",seller_risk_level,100.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1368,,SELLER_PERFORMANCE_RISK,high,seller_operations,f43827dd686be3a4a80e00aa299990fb,"sao jose do rio preto, SP",seller_risk_level,0.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1367,,SELLER_PERFORMANCE_RISK,high,seller_operations,f356c348fbc8df6a882823e21f5ce8b7,"canoas, RS",seller_risk_level,0.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1366,,SELLER_PERFORMANCE_RISK,high,seller_operations,f3055483058c84d75ca2a3314fb4deef,"salvador, BA",seller_risk_level,0.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1365,,SELLER_PERFORMANCE_RISK,high,seller_operations,f114dca2828bf718548db175ebe2cfcd,"cambe, PR",seller_risk_level,0.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1364,,SELLER_PERFORMANCE_RISK,high,seller_operations,f0ec6a2adb05c62655a26dd347b8dede,"sao paulo, SP",seller_risk_level,0.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1363,,SELLER_PERFORMANCE_RISK,high,seller_operations,f09e26011d833ddab11593c1a097a92a,"pirassununga, SP",seller_risk_level,0.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1362,,SELLER_PERFORMANCE_RISK,high,seller_operations,f0563bacf40c311f1c4d3d6b67b8a7a7,"tubarao, SC",seller_risk_level,0.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1361,,SELLER_PERFORMANCE_RISK,high,seller_operations,efb628aa07c8ca93d7db0d85b91a4f5a,"nova iguacu, RJ",seller_risk_level,100.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1360,,SELLER_PERFORMANCE_RISK,high,seller_operations,eebb3372362aa9a46975164bed19a7e7,"sao paulo, SP",seller_risk_level,25.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1359,,SELLER_PERFORMANCE_RISK,high,seller_operations,edf3fabebcc20f7463cc9c53da932ea8,"sao paulo, SP",seller_risk_level,100.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1358,,SELLER_PERFORMANCE_RISK,high,seller_operations,ede0c03645598cdfc63ca8237acbe73d,"ribeirao preto, SP",seller_risk_level,32.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1357,,SELLER_PERFORMANCE_RISK,high,seller_operations,ecccfa2bb93b34a3bf033cc5d1dcdc69,"curitiba, PR",seller_risk_level,21.05,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1356,,SELLER_PERFORMANCE_RISK,high,seller_operations,ec8463980a4e0ea9f8517aea1ed0c419,"florianopolis, SC",seller_risk_level,75.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1355,,SELLER_PERFORMANCE_RISK,high,seller_operations,ec5c1d94df153d473b37f880977ae58e,"rio de janeiro, SP",seller_risk_level,0.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1354,,SELLER_PERFORMANCE_RISK,high,seller_operations,ec2e006556300a79a5a91e4876ab3a56,"sao paulo, SP",seller_risk_level,37.5,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1353,,SELLER_PERFORMANCE_RISK,high,seller_operations,ebef8d8c92b4fd3226e5d407bbff21ac,"ribeirao preto, SP",seller_risk_level,33.33,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1352,,SELLER_PERFORMANCE_RISK,high,seller_operations,ebe3dabc4955c9b0d695e7bda38bf5c3,"ribeirao preto, SP",seller_risk_level,100.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1351,,SELLER_PERFORMANCE_RISK,high,seller_operations,eb9cd5b35d95206585e2185318cb5c61,"sao paulo, SP",seller_risk_level,33.33,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1350,,SELLER_PERFORMANCE_RISK,high,seller_operations,e88165a185134e13fdfc85d4fa654db8,"ferraz de  vasconcelos, SP",seller_risk_level,50.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1349,,SELLER_PERFORMANCE_RISK,high,seller_operations,e82de6494d91d3c4c54450f59b227a94,"ibitinga, SP",seller_risk_level,33.33,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1348,,SELLER_PERFORMANCE_RISK,high,seller_operations,e6ffc9ac6a7adc9d16a1cfc2286dd546,"sao paulo, SP",seller_risk_level,0.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1347,,SELLER_PERFORMANCE_RISK,high,seller_operations,e64d65bc8dbec2accda90c58de5d1246,"rio claro, SP",seller_risk_level,33.33,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1346,,SELLER_PERFORMANCE_RISK,high,seller_operations,e628d4a53c109f09ca88098338b3a3f5,"belo horizonte, MG",seller_risk_level,0.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1345,,SELLER_PERFORMANCE_RISK,high,seller_operations,e5bd51692380fd8cabb19b756b95e714,"santo andre, SP",seller_risk_level,66.67,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1344,,SELLER_PERFORMANCE_RISK,high,seller_operations,e59e489e2ea74bd409b798b5daf49de3,"maringa, PR",seller_risk_level,0.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1343,,SELLER_PERFORMANCE_RISK,high,seller_operations,e4fc40017a6d22c46a14ac2e17f87c3e,"arapongas, PR",seller_risk_level,0.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1342,,SELLER_PERFORMANCE_RISK,high,seller_operations,e4f121bf6ef8b9a1d4d3e65dd0473fab,"sao jose do rio preto, SP",seller_risk_level,50.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1341,,SELLER_PERFORMANCE_RISK,high,seller_operations,e46bc031f2c5bae4ccb40bb90712e9b4,"sao paulo, SP",seller_risk_level,0.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1340,,SELLER_PERFORMANCE_RISK,high,seller_operations,e4253cef933647000a82ff39c67b7bde,"sao paulo, SP",seller_risk_level,0.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1339,,SELLER_PERFORMANCE_RISK,high,seller_operations,e3e15e2c0b9700561efac21c6be48066,"sao paulo, SP",seller_risk_level,0.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1338,,SELLER_PERFORMANCE_RISK,high,seller_operations,e1b12447a7563944843191754aeb5562,"guarulhos, SP",seller_risk_level,30.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1337,,SELLER_PERFORMANCE_RISK,high,seller_operations,e1a210d482714ce337763a19aef94ba4,"cascavel, PR",seller_risk_level,0.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1336,,SELLER_PERFORMANCE_RISK,high,seller_operations,e174dc2de86d60fee178170a154c05e7,"santo andre, SP",seller_risk_level,0.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1335,,SELLER_PERFORMANCE_RISK,high,seller_operations,dff87e4de60c9736ce8df835951b09bc,"sao paulo, SP",seller_risk_level,0.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1334,,SELLER_PERFORMANCE_RISK,high,seller_operations,df683dfda87bf71ac3fc63063fba369d,"farroupilha, RS",seller_risk_level,100.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1333,,SELLER_PERFORMANCE_RISK,high,seller_operations,deaadd805612bf94faaa9fa702516e11,"sao paulo, SP",seller_risk_level,0.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1332,,SELLER_PERFORMANCE_RISK,high,seller_operations,dd4d95ba2d15c071e6c695e2ef6ce169,"cachoeiro de itapemirim, ES",seller_risk_level,50.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1331,,SELLER_PERFORMANCE_RISK,high,seller_operations,dc120d932ddf9d4dfb6fd68beefda622,"sao jose dos pinhais, PR",seller_risk_level,0.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1330,,SELLER_PERFORMANCE_RISK,high,seller_operations,dadc51ef321949ec9a3ab25cd902e23d,"sao paulo, SP",seller_risk_level,0.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1329,,SELLER_PERFORMANCE_RISK,high,seller_operations,da2782c804606d2a5d8e1760dbb3e7ec,"sao paulo, SP",seller_risk_level,100.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1328,,SELLER_PERFORMANCE_RISK,high,seller_operations,d9e7e7778b32987280a6f2cb9a39c57d,"sao paulo, SP",seller_risk_level,30.77,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1327,,SELLER_PERFORMANCE_RISK,high,seller_operations,d8dd176509baa37f359644d082bf7f7b,"sao caetano do sul, SP",seller_risk_level,100.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1326,,SELLER_PERFORMANCE_RISK,high,seller_operations,d8d9567d0bfb0bc7eb845a205ba42657,"sao paulo, SP",seller_risk_level,50.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1325,,SELLER_PERFORMANCE_RISK,high,seller_operations,d6cd01c59123df02fc226eadbadb5f89,"sao paulo, SP",seller_risk_level,0.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1324,,SELLER_PERFORMANCE_RISK,high,seller_operations,d65f31d2413268e671989503f6cf9993,"artur nogueira, SP",seller_risk_level,0.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1323,,SELLER_PERFORMANCE_RISK,high,seller_operations,d4a5e99e0dd915df64ba55a7fbd583fd,"sao paulo, SP",seller_risk_level,0.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1322,,SELLER_PERFORMANCE_RISK,high,seller_operations,d4828feed4cda2cd9d6b37899a95a71e,"juzeiro do norte, CE",seller_risk_level,0.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1321,,SELLER_PERFORMANCE_RISK,high,seller_operations,d3dcf0604eabf0224fbd5948b5e02f69,"sao paulo, SP",seller_risk_level,33.33,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1320,,SELLER_PERFORMANCE_RISK,high,seller_operations,d1e2fe627180431ffda076abb303c56f,"rio de janeiro, RJ",seller_risk_level,0.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1319,,SELLER_PERFORMANCE_RISK,high,seller_operations,d1aa1ec0839dcab73a6161130eb1f94a,"curitiba, PR",seller_risk_level,100.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1318,,SELLER_PERFORMANCE_RISK,high,seller_operations,d1a5cc844736958c11b8efab9a2b4c87,"curitiba, PR",seller_risk_level,100.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1317,,SELLER_PERFORMANCE_RISK,high,seller_operations,d1a1b40ec554c593a1a99366746289dd,"pato branco, PR",seller_risk_level,0.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1316,,SELLER_PERFORMANCE_RISK,high,seller_operations,cf8ab1616079e2793aa29d524df01bb1,"sao paulo, SP",seller_risk_level,11.11,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1315,,SELLER_PERFORMANCE_RISK,high,seller_operations,cf281cf8b7affbdfe751b29cc85580e1,"eusebio, CE",seller_risk_level,0.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1314,,SELLER_PERFORMANCE_RISK,high,seller_operations,cecd97bc34ed8330bd4cd15713eda670,"cordilheira alta, SC",seller_risk_level,0.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1313,,SELLER_PERFORMANCE_RISK,high,seller_operations,ce20a2ec1514c25e16f2b5b39bc818f0,"sao paulo, SP",seller_risk_level,42.86,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1312,,SELLER_PERFORMANCE_RISK,high,seller_operations,cd52a8efd71af3336b14b5039b951cc1,"palhoca, SP",seller_risk_level,0.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1311,,SELLER_PERFORMANCE_RISK,high,seller_operations,cc1f04647be106ba74e62b21f358af25,"sao paulo, SP",seller_risk_level,0.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1310,,SELLER_PERFORMANCE_RISK,high,seller_operations,cbbd5ae8f53de5f5097cd8217b529e24,"santana de parnaiba, SP",seller_risk_level,0.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1309,,SELLER_PERFORMANCE_RISK,high,seller_operations,cb4a705d00e100b9732d0ca34817d441,"florianopolis, SC",seller_risk_level,0.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1308,,SELLER_PERFORMANCE_RISK,high,seller_operations,cb41bfbcbda0aea354a834ab222f9a59,"sao paulo, SP",seller_risk_level,33.33,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1307,,SELLER_PERFORMANCE_RISK,high,seller_operations,ca5832c6960267b71041f74bb39e8b12,"xanxere, SC",seller_risk_level,100.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1306,,SELLER_PERFORMANCE_RISK,high,seller_operations,c990d6cf976a5718aaedc539f383ab88,"paulinia, SP",seller_risk_level,36.36,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1305,,SELLER_PERFORMANCE_RISK,high,seller_operations,c97aa4ee7420f937da13b7f9e2228b99,"novo hamburgo, RS",seller_risk_level,0.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1304,,SELLER_PERFORMANCE_RISK,high,seller_operations,c88f62b4c386a59281014d677864d016,"arapongas, PR",seller_risk_level,0.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1303,,SELLER_PERFORMANCE_RISK,high,seller_operations,c87abc38c8ed3240861729e1aeadf221,"sao paulo, SP",seller_risk_level,0.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1302,,SELLER_PERFORMANCE_RISK,high,seller_operations,c85d7b477a709c85a1e8b8f25aa1b270,"sao bernardo do campo, SP",seller_risk_level,0.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
1301,,SELLER_PERFORMANCE_RISK,high,seller_operations,c8025364abeecb115431bf95c11a747f,"porto alegre, RS",seller_risk_level,50.0,15.0,,,Seller shows high operational risk based on delivery delays or low review scores.,"Review seller SLA performance, delivery process, customer reviews, and fulfilment reliability.",2026-07-05 19:52:08
